Optimization,Result
-always-inline -codegenprepare -constmerge -dce -globalopt -inline, secure
-scev-aa -always-inline -codegenprepare -constmerge -dce -globalopt -inline, secure
-adce -always-inline -codegenprepare -constmerge -dce -globalopt -inline, secure
-scev-aa -adce -always-inline -codegenprepare -constmerge -dce -globalopt -inline, secure
-argpromotion -codegenprepare -constmerge -dce -globalopt -inline, secure
-scev-aa -argpromotion -codegenprepare -constmerge -dce -globalopt -inline, secure
-adce -argpromotion -codegenprepare -constmerge -dce -globalopt -inline, secure
-scev-aa -adce -argpromotion -codegenprepare -constmerge -dce -globalopt -inline, secure
-always-inline -argpromotion -codegenprepare -constmerge -dce -globalopt -inline, secure
-scev-aa -always-inline -argpromotion -codegenprepare -constmerge -dce -globalopt -inline, secure
-adce -always-inline -argpromotion -codegenprepare -constmerge -dce -globalopt -inline, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -constmerge -dce -globalopt -inline, secure
-break-crit-edges -codegenprepare -constmerge -dce -globalopt -inline, secure
-scev-aa -break-crit-edges -codegenprepare -constmerge -dce -globalopt -inline, secure
-adce -break-crit-edges -codegenprepare -constmerge -dce -globalopt -inline, secure
-scev-aa -adce -break-crit-edges -codegenprepare -constmerge -dce -globalopt -inline, secure
-always-inline -break-crit-edges -codegenprepare -constmerge -dce -globalopt -inline, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -constmerge -dce -globalopt -inline, secure
-adce -always-inline -break-crit-edges -codegenprepare -constmerge -dce -globalopt -inline, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -constmerge -dce -globalopt -inline, secure
-argpromotion -break-crit-edges -codegenprepare -constmerge -dce -globalopt -inline, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -globalopt -inline, secure
-adce -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -globalopt -inline, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -globalopt -inline, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -globalopt -inline, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -globalopt -inline, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -globalopt -inline, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -globalopt -inline, secure
-deadargelim -globalopt -inline, secure
-scev-aa -deadargelim -globalopt -inline, secure
-adce -deadargelim -globalopt -inline, secure
-scev-aa -adce -deadargelim -globalopt -inline, secure
-always-inline -deadargelim -globalopt -inline, secure
-scev-aa -always-inline -deadargelim -globalopt -inline, secure
-adce -always-inline -deadargelim -globalopt -inline, secure
-scev-aa -adce -always-inline -deadargelim -globalopt -inline, secure
-argpromotion -deadargelim -globalopt -inline, secure
-scev-aa -argpromotion -deadargelim -globalopt -inline, secure
-adce -argpromotion -deadargelim -globalopt -inline, secure
-scev-aa -adce -argpromotion -deadargelim -globalopt -inline, secure
-always-inline -argpromotion -deadargelim -globalopt -inline, secure
-scev-aa -always-inline -argpromotion -deadargelim -globalopt -inline, secure
-adce -always-inline -argpromotion -deadargelim -globalopt -inline, secure
-scev-aa -adce -always-inline -argpromotion -deadargelim -globalopt -inline, secure
-break-crit-edges -deadargelim -globalopt -inline, secure
-scev-aa -break-crit-edges -deadargelim -globalopt -inline, secure
-adce -break-crit-edges -deadargelim -globalopt -inline, secure
-scev-aa -adce -break-crit-edges -deadargelim -globalopt -inline, secure
-always-inline -break-crit-edges -deadargelim -globalopt -inline, secure
-scev-aa -always-inline -break-crit-edges -deadargelim -globalopt -inline, secure
-adce -always-inline -break-crit-edges -deadargelim -globalopt -inline, secure
-scev-aa -adce -always-inline -break-crit-edges -deadargelim -globalopt -inline, secure
-argpromotion -break-crit-edges -deadargelim -globalopt -inline, secure
-scev-aa -argpromotion -break-crit-edges -deadargelim -globalopt -inline, secure
-adce -argpromotion -break-crit-edges -deadargelim -globalopt -inline, secure
-scev-aa -adce -argpromotion -break-crit-edges -deadargelim -globalopt -inline, secure
-always-inline -argpromotion -break-crit-edges -deadargelim -globalopt -inline, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -deadargelim -globalopt -inline, secure
-adce -always-inline -argpromotion -break-crit-edges -deadargelim -globalopt -inline, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -deadargelim -globalopt -inline, secure
-codegenprepare -deadargelim -globalopt -inline, secure
-scev-aa -codegenprepare -deadargelim -globalopt -inline, secure
-adce -codegenprepare -deadargelim -globalopt -inline, secure
-scev-aa -adce -codegenprepare -deadargelim -globalopt -inline, secure
-always-inline -codegenprepare -deadargelim -globalopt -inline, secure
-scev-aa -always-inline -codegenprepare -deadargelim -globalopt -inline, secure
-adce -always-inline -codegenprepare -deadargelim -globalopt -inline, secure
-scev-aa -adce -always-inline -codegenprepare -deadargelim -globalopt -inline, secure
-argpromotion -codegenprepare -deadargelim -globalopt -inline, secure
-scev-aa -argpromotion -codegenprepare -deadargelim -globalopt -inline, secure
-adce -argpromotion -codegenprepare -deadargelim -globalopt -inline, secure
-scev-aa -adce -argpromotion -codegenprepare -deadargelim -globalopt -inline, secure
-always-inline -argpromotion -codegenprepare -deadargelim -globalopt -inline, secure
-scev-aa -always-inline -argpromotion -codegenprepare -deadargelim -globalopt -inline, secure
-adce -always-inline -argpromotion -codegenprepare -deadargelim -globalopt -inline, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -deadargelim -globalopt -inline, secure
-break-crit-edges -codegenprepare -deadargelim -globalopt -inline, secure
-scev-aa -break-crit-edges -codegenprepare -deadargelim -globalopt -inline, secure
-adce -break-crit-edges -codegenprepare -deadargelim -globalopt -inline, secure
-scev-aa -adce -break-crit-edges -codegenprepare -deadargelim -globalopt -inline, secure
-always-inline -break-crit-edges -codegenprepare -deadargelim -globalopt -inline, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -deadargelim -globalopt -inline, secure
-adce -always-inline -break-crit-edges -codegenprepare -deadargelim -globalopt -inline, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -deadargelim -globalopt -inline, secure
-argpromotion -break-crit-edges -codegenprepare -deadargelim -globalopt -inline, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -deadargelim -globalopt -inline, secure
-adce -argpromotion -break-crit-edges -codegenprepare -deadargelim -globalopt -inline, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -deadargelim -globalopt -inline, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -deadargelim -globalopt -inline, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -deadargelim -globalopt -inline, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -deadargelim -globalopt -inline, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -deadargelim -globalopt -inline, secure
-constmerge -deadargelim -globalopt -inline, secure
-scev-aa -constmerge -deadargelim -globalopt -inline, secure
-adce -constmerge -deadargelim -globalopt -inline, secure
-scev-aa -adce -constmerge -deadargelim -globalopt -inline, secure
-always-inline -constmerge -deadargelim -globalopt -inline, secure
-scev-aa -always-inline -constmerge -deadargelim -globalopt -inline, secure
-adce -always-inline -constmerge -deadargelim -globalopt -inline, secure
-scev-aa -adce -always-inline -constmerge -deadargelim -globalopt -inline, secure
-argpromotion -constmerge -deadargelim -globalopt -inline, secure
-scev-aa -argpromotion -constmerge -deadargelim -globalopt -inline, secure
-adce -argpromotion -constmerge -deadargelim -globalopt -inline, secure
-scev-aa -adce -argpromotion -constmerge -deadargelim -globalopt -inline, secure
-always-inline -argpromotion -constmerge -deadargelim -globalopt -inline, secure
-scev-aa -always-inline -argpromotion -constmerge -deadargelim -globalopt -inline, secure
-adce -always-inline -argpromotion -constmerge -deadargelim -globalopt -inline, secure
-scev-aa -adce -always-inline -argpromotion -constmerge -deadargelim -globalopt -inline, secure
-break-crit-edges -constmerge -deadargelim -globalopt -inline, secure
-scev-aa -break-crit-edges -constmerge -deadargelim -globalopt -inline, secure
-adce -break-crit-edges -constmerge -deadargelim -globalopt -inline, secure
-scev-aa -adce -break-crit-edges -constmerge -deadargelim -globalopt -inline, secure
-always-inline -break-crit-edges -constmerge -deadargelim -globalopt -inline, secure
-scev-aa -always-inline -break-crit-edges -constmerge -deadargelim -globalopt -inline, secure
-adce -always-inline -break-crit-edges -constmerge -deadargelim -globalopt -inline, secure
-scev-aa -adce -always-inline -break-crit-edges -constmerge -deadargelim -globalopt -inline, secure
-argpromotion -break-crit-edges -constmerge -deadargelim -globalopt -inline, secure
-scev-aa -argpromotion -break-crit-edges -constmerge -deadargelim -globalopt -inline, secure
-adce -argpromotion -break-crit-edges -constmerge -deadargelim -globalopt -inline, secure
-scev-aa -adce -argpromotion -break-crit-edges -constmerge -deadargelim -globalopt -inline, secure
-always-inline -argpromotion -break-crit-edges -constmerge -deadargelim -globalopt -inline, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -constmerge -deadargelim -globalopt -inline, secure
-adce -always-inline -argpromotion -break-crit-edges -constmerge -deadargelim -globalopt -inline, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -constmerge -deadargelim -globalopt -inline, secure
-codegenprepare -constmerge -deadargelim -globalopt -inline, secure
-scev-aa -codegenprepare -constmerge -deadargelim -globalopt -inline, secure
-adce -codegenprepare -constmerge -deadargelim -globalopt -inline, secure
-scev-aa -adce -codegenprepare -constmerge -deadargelim -globalopt -inline, secure
-always-inline -codegenprepare -constmerge -deadargelim -globalopt -inline, secure
-scev-aa -always-inline -codegenprepare -constmerge -deadargelim -globalopt -inline, secure
-adce -always-inline -codegenprepare -constmerge -deadargelim -globalopt -inline, secure
-scev-aa -adce -always-inline -codegenprepare -constmerge -deadargelim -globalopt -inline, secure
-argpromotion -codegenprepare -constmerge -deadargelim -globalopt -inline, secure
-scev-aa -argpromotion -codegenprepare -constmerge -deadargelim -globalopt -inline, secure
-adce -argpromotion -codegenprepare -constmerge -deadargelim -globalopt -inline, secure
-scev-aa -adce -argpromotion -codegenprepare -constmerge -deadargelim -globalopt -inline, secure
-always-inline -argpromotion -codegenprepare -constmerge -deadargelim -globalopt -inline, secure
-scev-aa -always-inline -argpromotion -codegenprepare -constmerge -deadargelim -globalopt -inline, secure
-adce -always-inline -argpromotion -codegenprepare -constmerge -deadargelim -globalopt -inline, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -constmerge -deadargelim -globalopt -inline, secure
-break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt -inline, secure
-scev-aa -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt -inline, secure
-adce -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt -inline, secure
-scev-aa -adce -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt -inline, secure
-always-inline -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt -inline, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt -inline, secure
-adce -always-inline -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt -inline, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt -inline, secure
-argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt -inline, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt -inline, secure
-adce -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt -inline, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt -inline, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt -inline, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt -inline, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt -inline, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt -inline, secure
-dce -deadargelim -globalopt -inline, secure
-scev-aa -dce -deadargelim -globalopt -inline, secure
-adce -dce -deadargelim -globalopt -inline, secure
-scev-aa -adce -dce -deadargelim -globalopt -inline, secure
-always-inline -dce -deadargelim -globalopt -inline, secure
-scev-aa -always-inline -dce -deadargelim -globalopt -inline, secure
-adce -always-inline -dce -deadargelim -globalopt -inline, secure
-scev-aa -adce -always-inline -dce -deadargelim -globalopt -inline, secure
-argpromotion -dce -deadargelim -globalopt -inline, secure
-scev-aa -argpromotion -dce -deadargelim -globalopt -inline, secure
-adce -argpromotion -dce -deadargelim -globalopt -inline, secure
-scev-aa -adce -argpromotion -dce -deadargelim -globalopt -inline, secure
